4,155,125
4.1,156.5,126.5
4.2,158,128
4.3,159.5,129.5
4.4,161,131
4.5,162.5,132.5
4.6,164,134
4.7,165.5,135.5
4.8,167,137
4.9,168.5,138.5
5,170,140
5.1,171,141
5.2,172,142
5.3,173,143
5.4,174,144
5.5,175,145
5.6,176,146
5.7,177,147
5.8,178,148
5.9,179,149
6,180,150
6.1,181.5,151
6.2,183,152
6.3,184.5,153
6.4,186,154
6.5,187.5,155
6.6,189,156
6.7,190.5,157
6.8,192,158
6.9,193.5,159
7,195,160
7.1,196,161
7.2,197,162
7.3,198,163
7.4,199,164
7.5,200,165
7.6,201,166
7.7,202,167
7.8,203,168
7.9,204,169
8,205,170
8.1,207,171.5
8.2,209,173
8.3,211,174.5
8.4,213,176
8.5,215,177.5
8.6,217,179
8.7,219,180.5
8.8,221,182
8.9,223,183.5
9,225,185
9.1,226,187
9.2,227,189
9.3,228,191
9.4,229,193
9.5,230,195
9.6,231,197
9.7,232,199
9.8,233,201
9.9,234,203
10,235,205
10.1,235.5,205.5
10.2,236,206
10.3,236.5,206.5
10.4,237,207
10.5,237.5,207.5
10.6,238,208
10.7,238.5,208.5
10.8,239,209
10.9,239.5,209.5
11,240,210
11.1,240,210.5
11.2,240,211
11.3,240,211.5
11.4,240,212
11.5,240,212.5
11.6,240,213
11.7,240,213.5
11.8,240,214
11.9,240,214.5
12,240,215
12.1,240,215
12.2,240,215
12.3,240,215
12.4,240,215
12.5,240,215
12.6,240,215
12.7,240,215
12.8,240,215
12.9,240,215
13,240,215
13.1,240.5,215.5
13.2,241,216
13.3,241.5,216.5
13.4,242,217
13.5,242.5,217.5
13.6,243,218
13.7,243.5,218.5
13.8,244,219
13.9,244.5,219.5
14,245,220
14.1,245.5,221
14.2,246,222
14.3,246.5,223
14.4,247,224
14.5,247.5,225
14.6,248,226
14.7,248.5,227
14.8,249,228
14.9,249.5,229
15,250,230
