4,237,211
4.1,237.6,211.6
4.2,238.2,212.2
4.3,238.8,212.8
4.4,239.4,213.4
4.5,240,214
4.6,240.6,214.6
4.7,241.2,215.2
4.8,241.8,215.8
4.9,242.4,216.4
5,243,217
5.1,244.1,217.5
5.2,245.2,218
5.3,246.3,218.5
5.4,247.4,219
5.5,248.5,219.5
5.6,249.6,220
5.7,250.7,220.5
5.8,251.8,221
5.9,252.9,221.5
6,254,222
6.1,255.1,222.7
6.2,256.2,223.4
6.3,257.3,224.1
6.4,258.4,224.8
6.5,259.5,225.5
6.6,260.6,226.2
6.7,261.7,226.9
6.8,262.8,227.6
6.9,263.9,228.3
7,265,229
7.1,266.1,229.9
7.2,267.2,230.8
7.3,268.3,231.7
7.4,269.4,232.6
7.5,270.5,233.5
7.6,271.6,234.4
7.7,272.7,235.3
7.8,273.8,236.2
7.9,274.9,237.1
8,276,238
8.1,277,238.7
8.2,278,239.4
8.3,279,240.1
8.4,280,240.8
8.5,281,241.5
8.6,282,242.2
8.7,283,242.9
8.8,284,243.6
8.9,285,244.3
9,286,245
9.1,287.9,245.9
9.2,289.8,246.8
9.3,291.7,247.7
9.4,293.6,248.6
9.5,295.5,249.5
9.6,297.4,250.4
9.7,299.3,251.3
9.8,301.2,252.2
9.9,303.1,253.1
10,305,254
10.1,305.6,255.2
10.2,306.2,256.4
10.3,306.8,257.6
10.4,307.4,258.8
10.5,308,260
10.6,308.6,261.2
10.7,309.2,262.4
10.8,309.8,263.6
10.9,310.4,264.8
11,311,266
11.1,311.6,266.8
11.2,312.2,267.6
11.3,312.8,268.4
11.4,313.4,269.2
11.5,314,270
11.6,314.6,270.8
11.7,315.2,271.6
11.8,315.8,272.4
11.9,316.4,273.2
12,317,274
12.1,318.3,275.1
12.2,319.6,276.2
12.3,320.9,277.3
12.4,322.2,278.4
12.5,323.5,279.5
12.6,324.8,280.6
12.7,326.1,281.7
12.8,327.4,282.8
12.9,328.7,283.9
13,330,285
13.1,330.7,286.1
13.2,331.4,287.2
13.3,332.1,288.3
13.4,332.8,289.4
13.5,333.5,290.5
13.6,334.2,291.6
13.7,334.9,292.7
13.8,335.6,293.8
13.9,336.3,294.9
14,337,296
14.1,337.8,296.8
14.2,338.6,297.6
14.3,339.4,298.4
14.4,340.2,299.2
14.5,341,300
14.6,341.8,300.8
14.7,342.6,301.6
14.8,343.4,302.4
14.9,344.2,303.2
15,345,304
