4,320,285
4.1,321,286
4.2,322,287
4.3,323,288
4.4,324,289
4.5,325,290
4.6,326,291
4.7,327,292
4.8,328,293
4.9,329,294
5,330,295
5.1,331.4,296.3
5.2,332.8,297.6
5.3,334.2,298.9
5.4,335.6,300.2
5.5,337,301.5
5.6,338.4,302.8
5.7,339.8,304.1
5.8,341.2,305.4
5.9,342.6,306.7
6,344,308
6.1,345,309
6.2,346,310
6.3,347,311
6.4,348,312
6.5,349,313
6.6,350,314
6.7,351,315
6.8,352,316
6.9,353,317
7,354,318
7.1,355.3,319.5
7.2,356.6,321
7.3,357.9,322.5
7.4,359.2,324
7.5,360.5,325.5
7.6,361.8,327
7.7,363.1,328.5
7.8,364.4,330
7.9,365.7,331.5
8,367,333
8.1,367.9,334.3
8.2,368.8,335.6
8.3,369.7,336.9
8.4,370.6,338.2
8.5,371.5,339.5
8.6,372.4,340.8
8.7,373.3,342.1
8.8,374.2,343.4
8.9,375.1,344.7
9,376,346
9.1,377.2,346.9
9.2,378.4,347.8
9.3,379.6,348.7
9.4,380.8,349.6
9.5,382,350.5
9.6,383.2,351.4
9.7,384.4,352.3
9.8,385.6,353.2
9.9,386.8,354.1
10,388,355
10.1,389.4,356.2
10.2,390.8,357.4
10.3,392.2,358.6
10.4,393.6,359.8
10.5,395,361
10.6,396.4,362.2
10.7,397.8,363.4
10.8,399.2,364.6
10.9,400.6,365.8
11,402,367
11.1,404,368.5
11.2,406,370
11.3,408,371.5
11.4,410,373
11.5,412,374.5
11.6,414,376
11.7,416,377.5
11.8,418,379
11.9,420,380.5
12,422,382
12.1,423.1,384.3
12.2,424.2,386.6
12.3,425.3,388.9
12.4,426.4,391.2
12.5,427.5,393.5
12.6,428.6,395.8
12.7,429.7,398.1
12.8,430.8,400.4
12.9,431.9,402.7
13,433,405
13.1,435.4,406.7
13.2,437.8,408.4
13.3,440.2,410.1
13.4,442.6,411.8
13.5,445,413.5
13.6,447.4,415.2
13.7,449.8,416.9
13.8,452.2,418.6
13.9,454.6,420.3
14,457,422
14.1,458.3,424.7
14.2,459.6,427.4
14.3,460.9,430.1
14.4,462.2,432.8
14.5,463.5,435.5
14.6,464.8,438.2
14.7,466.1,440.9
14.8,467.4,443.6
14.9,468.7,446.3
15,470,449
